id,group
0,0
1,0
2,0
16,0
3,0
15,0
17,0
4,0
854,0
14,0
18,0
822,0
389,0
19,0
387,0
388,0
626,0
821,0
390,0
20,0
386,0
860,0
625,0
820,0
385,0
624,0
384,0
623,0
383,0
622,0
382,0
369,0
840,0
368,0
370,0
367,0
839,0
838,0
837,0
5,1
6,1
879,1
7,1
21,1
410,1
452,1
453,1
888,1
880,1
478,1
479,1
408,1
884,1
42,1
409,1
411,1
451,1
477,1
873,1
45,1
38,1
41,1
480,1
861,1
43,1
49,1
50,1
454,1
1013,1
476,1
872,1
874,1
1027,1
44,1
484,1
1035,1
39,1
412,1
627,1
875,1
40,1
881,1
481,1
1026,1
48,1
628,1
51,1
900,1
1014,1
475,1
899,1
871,1
887,1
483,1
413,1
1028,1
482,1
52,1
474,1
870,1
401,1
8,2
9,2
536,2
560,2
1073,2
10,2
535,2
22,2
620,2
621,2
26,2
1072,2
1074,2
11,2
559,2
534,2
1138,2
23,2
537,2
1077,2
1108,2
619,2
25,2
27,2
597,2
12,2
29,2
558,2
590,2
618,2
24,2
1109,2
1110,2
28,2
596,2
1071,2
13,2
595,2
1137,2
30,2
592,2
593,2
591,2
617,2
883,2
33,2
594,2
1136,2
31,2
616,2
1022,2
32,2
1158,2
1157,2
34,3
35,3
391,3
36,3
630,3
392,3
37,3
862,3
1010,3
64,3
67,3
1011,3
1012,3
63,3
65,3
393,3
66,3
68,3
668,3
841,3
394,3
986,3
414,3
629,3
632,3
396,3
415,3
395,3
987,3
990,3
991,3
416,3
669,3
882,3
988,3
989,3
69,3
878,3
877,3
876,3
46,4
47,4
72,4
485,4
889,4
73,4
71,4
1036,4
74,4
486,4
673,4
70,4
670,4
75,4
487,4
671,4
106,4
489,4
672,4
104,4
76,4
488,4
105,4
107,4
694,4
1039,4
1043,4
490,4
103,4
676,4
674,4
456,4
457,4
890,4
108,4
495,4
693,4
1040,4
892,4
491,4
493,4
494,4
102,4
675,4
455,4
891,4
109,4
1078,4
143,4
1041,4
142,4
496,4
492,4
1079,4
53,5
54,5
539,5
55,5
80,5
538,5
1111,5
56,5
540,5
911,5
79,5
81,5
541,5
903,5
85,5
561,5
910,5
78,5
82,5
114,5
902,5
84,5
153,5
1142,5
77,5
83,5
631,5
113,5
148,5
901,5
913,5
152,5
154,5
115,5
112,5
149,5
912,5
151,5
155,5
1145,5
116,5
150,5
916,5
156,5
575,5
1144,5
117,5
915,5
574,5
119,5
120,5
118,5
914,5
573,5
1149,5
121,5
122,5
123,5
1148,5
57,6
58,6
59,6
60,7
61,7
62,7
1143,7
86,8
87,8
88,8
89,8
90,8
603,8
797,8
91,8
602,8
604,8
633,8
796,8
798,8
92,8
601,8
984,8
605,8
634,8
375,8
799,8
373,8
374,8
599,8
600,8
983,8
606,8
635,8
795,8
607,8
372,8
830,8
831,8
818,8
829,8
642,8
636,8
794,8
608,8
163,8
792,8
832,8
817,8
641,8
643,8
637,8
793,8
843,8
609,8
129,8
164,8
598,8
816,8
640,8
644,8
638,8
128,8
130,8
371,8
815,8
639,8
131,8
814,8
132,8
813,8
133,8
677,8
812,8
134,8
650,8
649,8
651,8
648,8
93,9
94,9
95,9
667,9
96,9
666,9
97,9
665,9
98,9
99,9
100,9
680,9
101,9
397,9
135,9
679,9
398,9
136,9
842,9
678,9
681,9
137,9
168,9
170,9
689,9
993,9
992,9
682,9
1025,9
138,9
863,9
169,9
171,9
420,9
421,9
683,9
691,9
1024,9
139,9
422,9
172,9
419,9
690,9
684,9
692,9
1023,9
140,9
173,9
418,9
685,9
885,9
886,9
141,9
177,9
458,9
686,9
714,9
174,9
417,9
176,9
1029,9
175,9
110,10
111,10
904,10
905,10
144,10
145,10
700,10
906,10
146,10
701,10
697,10
1081,10
147,10
544,10
696,10
699,10
907,10
542,10
187,10
543,10
698,10
695,10
908,10
189,10
185,10
186,10
188,10
545,10
1080,10
190,10
1112,10
184,10
717,10
1082,10
718,10
1113,10
183,10
182,10
181,10
124,11
125,11
572,11
126,11
1160,11
571,11
127,11
1159,11
157,12
158,12
576,12
159,12
202,12
930,12
1163,12
160,12
209,12
201,12
203,12
1164,12
161,12
210,12
200,12
204,12
205,12
246,12
931,12
1165,12
162,12
211,12
932,12
199,12
